diameter,weight,red,green,blue,name
644,5017,38,29,3,0
644,5018,37,44,3,0
644,5019,49,32,26,0
644,5020,37,21,9,0
644,5020,51,39,25,0
644,5021,19,37,0,0
645,5022,36,18,8,0
645,5023,44,32,21,0
645,5024,24,30,4,0
645,5025,45,33,0,0
645,5025,19,36,4,0
645,5026,37,30,12,0
645,5027,27,23,18,0
645,5027,33,47,20,0
645,5028,39,44,6,0
645,5028,48,37,0,0
645,5029,48,31,14,0
645,5030,49,34,12,0
645,5030,37,35,11,0
645,5031,25,32,0,0
645,5032,26,45,0,0
645,5033,28,38,12,0
646,5033,23,50,20,0
646,5034,38,28,2,0
646,5035,30,41,14,0
646,5035,25,24,0,0
646,5036,39,23,23,0
646,5037,37,38,4,0
646,5039,24,40,7,0
646,5039,41,37,24,0
646,5040,35,32,22,0
646,5040,30,27,30,0
646,5041,27,29,7,0
646,5042,37,56,17,0
646,5043,39,33,22,0
646,5044,44,23,0,0
646,5044,49,28,0,0
646,5044,39,32,9,0
646,5045,35,45,24,0
646,5046,29,36,0,0
646,5047,48,28,0,0
646,5048,36,51,0,0
646,5048,25,46,14,0
646,5049,26,47,0,0
646,5050,49,46,13,0
646,5050,14,16,23,0
646,5051,44,52,3,0
646,5052,34,33,19,0
647,5053,35,46,6,0
647,5054,48,34,14,0
647,5055,33,21,6,0
647,5056,34,51,0,0
647,5057,32,47,1,0
647,5058,31,35,13,0
647,5058,29,32,0,0
647,5060,35,56,2,0
647,5061,65,38,7,0
647,5061,40,19,16,0
647,5061,37,25,22,0
647,5062,24,27,15,0
647,5063,31,19,19,0
647,5064,38,29,6,0
647,5065,36,21,22,0
647,5066,32,26,20,0
647,5067,32,38,29,0
647,5068,31,27,8,0
648,5069,24,40,6,0
648,5070,22,46,8,0
648,5071,39,27,15,0
648,5071,31,28,6,0
648,5072,43,21,12,0
648,5073,47,38,0,0
648,5073,22,19,6,0
648,5074,20,45,17,0
648,5074,31,22,17,0
648,5075,36,34,21,0
648,5075,33,46,11,0
648,5075,38,40,18,0
648,5076,54,33,13,0
648,5076,23,23,10,0
649,5077,19,28,1,0
649,5078,40,29,12,0
649,5078,28,34,17,0
649,5079,18,26,17,0
649,5079,37,42,1,0
649,5079,53,53,1,0
649,5080,30,42,22,0
649,5081,41,51,0,0
649,5082,39,41,12,0
649,5083,36,21,17,0
649,5084,49,17,0,0
649,5084,18,34,16,0
649,5084,36,28,4,0
649,5084,46,26,29,0
649,5085,28,34,8,0
649,5086,33,32,6,0
649,5086,37,53,32,0
649,5087,35,35,24,0
650,5087,42,16,10,0
650,5088,43,22,16,0
650,5088,31,32,1,0
650,5089,20,34,0,0
650,5090,49,37,10,0
650,5091,23,30,7,0
650,5091,27,31,11,0
650,5092,19,31,10,0
650,5092,28,39,11,0
650,5092,41,26,25,0
650,5093,29,19,7,0
650,5093,28,17,0,0
650,5094,27,38,19,0
650,5095,30,22,18,0
650,5095,31,37,3,0
651,5096,27,42,8,0
651,5097,22,38,15,0
651,5098,16,19,5,0
651,5099,15,40,41,0
651,5100,27,27,0,0
651,5101,37,33,18,0
651,5101,15,35,0,0
651,5102,22,28,17,0
651,5103,44,32,16,0
651,5104,28,44,13,0
651,5105,36,46,17,0
651,5105,41,46,7,0
652,5106,35,33,22,0
652,5106,1,28,0,0
652,5107,37,37,10,0
652,5108,40,22,20,0
652,5109,45,44,11,0
652,5110,33,31,14,0
652,5111,32,38,20,0
652,5112,30,46,3,0
652,5112,30,26,1,0
652,5113,52,27,25,0
652,5114,40,20,0,0
653,5115,32,38,12,0
653,5115,35,32,4,0
653,5116,16,34,12,0
653,5117,22,44,9,0
653,5117,49,31,46,0
653,5117,43,21,19,0
653,5118,50,49,0,0
653,5119,47,42,23,0
653,5120,23,49,27,0
653,5120,25,46,17,0
653,5121,39,35,7,0
653,5122,28,35,15,0
653,5123,49,39,11,0
653,5124,19,34,25,0
653,5124,26,33,42,0
654,5125,30,17,6,0
654,5125,41,29,7,0
654,5126,53,16,17,0
654,5127,35,9,13,0
654,5127,39,32,35,0
654,5128,29,38,10,0
654,5129,22,47,1,0
654,5130,32,19,24,0
654,5131,39,29,0,0
654,5132,20,38,0,0
654,5132,33,40,5,0
654,5132,35,36,18,0
654,5133,24,29,5,0
654,5133,22,35,0,0
654,5134,36,42,0,0
654,5135,42,27,5,0
655,5136,43,33,4,0
655,5136,41,40,0,0
655,5137,27,33,19,0
655,5138,32,14,4,0
655,5139,37,32,27,0
655,5139,35,26,9,0
655,5140,29,33,34,0
655,5141,41,16,19,0
655,5142,31,40,1,0
655,5142,37,32,15,0
655,5142,45,17,21,0
655,5143,45,42,9,0
655,5145,30,31,26,0
655,5146,37,34,13,0
655,5146,34,61,27,0
655,5146,20,44,9,0
655,5147,38,22,22,0
656,5148,56,31,17,0
656,5148,35,37,11,0
656,5149,32,30,18,0
656,5150,25,31,36,0
656,5150,39,12,1,0
656,5151,38,22,0,0
656,5151,35,37,11,0
656,5152,20,25,17,0
656,5153,48,51,4,0
656,5153,28,44,11,0
656,5154,27,32,22,0
656,5155,34,36,28,0
656,5156,27,39,29,0
656,5157,28,23,4,0
656,5157,45,30,16,0
656,5157,35,43,14,0
657,5158,28,31,14,0
657,5159,31,46,22,0
657,5160,20,36,20,0
657,5161,35,43,10,0
657,5162,30,45,20,0
657,5163,51,46,27,0
657,5163,25,34,16,0
657,5164,40,34,14,0
657,5164,35,16,1,0
657,5165,33,28,7,0
657,5166,37,45,24,0
657,5167,12,39,5,0
657,5168,33,32,8,0
657,5168,49,36,18,0
657,5169,29,38,19,0
658,5170,23,24,34,0
658,5170,27,51,9,0
658,5171,34,17,26,0
658,5172,12,24,24,0
658,5172,34,33,19,0
658,5172,45,37,0,0
658,5173,45,44,9,0
658,5173,29,30,21,0
658,5173,34,31,2,0
658,5174,42,39,11,0
658,5175,57,38,20,0
659,5176,40,17,12,0
659,5177,48,44,28,0
659,5178,46,32,29,0
659,5178,18,28,0,0
659,5178,37,48,18,0
659,5178,31,51,27,0
659,5178,42,42,34,0
659,5179,43,26,24,0
659,5179,33,49,14,0
659,5180,26,25,13,0
659,5180,29,56,19,0
659,5180,33,43,0,0
659,5181,24,33,13,0
659,5181,19,17,12,0
659,5181,12,39,4,0
659,5182,26,20,10,0
659,5183,37,46,0,0
660,5183,38,35,38,0
660,5184,39,37,2,0
660,5184,42,27,11,0
660,5185,41,39,23,0
660,5186,55,32,5,0
660,5186,25,40,16,0
660,5187,26,26,0,0
660,5187,32,28,10,0
660,5188,45,39,16,0
660,5189,42,34,25,0
660,5189,29,41,21,0
661,5190,25,28,20,0
661,5190,41,36,13,0
661,5191,36,51,24,0
661,5191,43,26,5,0
661,5192,10,12,25,0
661,5193,43,49,0,0
661,5195,51,21,7,0
661,5196,63,36,8,0
661,5196,32,41,0,0
661,5197,42,26,9,0
661,5198,40,34,34,0
661,5199,34,33,18,0
661,5199,17,53,0,0
661,5199,50,43,11,0
661,5199,28,55,21,0
661,5200,41,42,10,0
662,5200,31,36,28,0
662,5201,30,14,13,0
662,5201,46,49,7,0
662,5202,49,30,17,0
662,5202,27,26,15,0
662,5203,22,26,0,0
662,5204,49,42,9,0
662,5204,39,20,11,0
662,5204,34,29,15,0
662,5205,50,33,8,0
662,5206,48,44,21,0
662,5206,43,22,14,0
662,5206,29,34,14,0
662,5207,22,44,0,0
663,5207,24,54,6,0
663,5208,24,45,23,0
663,5208,48,32,10,0
663,5209,33,52,0,0
663,5210,34,48,18,0
663,5211,28,55,0,0
663,5211,40,46,0,0
663,5212,45,24,11,0
663,5213,21,39,15,0
663,5213,39,32,15,0
663,5214,41,45,0,0
663,5214,28,22,32,0
663,5215,49,46,16,0
664,5215,44,36,0,0
664,5216,23,35,18,0
664,5217,30,45,29,0
664,5218,27,48,20,0
664,5219,22,36,0,0
664,5220,47,10,12,0
664,5221,44,30,23,0
664,5222,41,40,22,0
664,5222,41,30,15,0
664,5223,27,14,14,0
664,5223,39,52,16,0
664,5223,45,40,0,0
664,5224,51,41,19,0
664,5225,31,51,8,0
664,5225,29,49,4,0
664,5226,44,26,11,0
664,5227,27,19,28,0
665,5228,34,31,8,0
665,5228,34,47,12,0
665,5228,34,36,0,0
665,5229,31,30,23,0
665,5230,30,25,17,0
665,5231,34,53,9,0
665,5232,43,47,11,0
665,5233,40,39,0,0
665,5233,31,46,8,0
665,5234,33,37,15,0
665,5235,37,53,5,0
666,5235,37,36,13,0
666,5236,37,31,12,0
666,5236,34,51,17,0
666,5237,23,27,7,0
666,5237,23,36,0,0
666,5238,32,43,8,0
666,5238,27,43,0,0
666,5239,44,44,0,0
666,5240,69,28,0,0
666,5240,24,28,5,0
666,5241,35,45,23,0
666,5242,43,27,13,0
666,5242,41,44,19,0
667,5242,47,33,10,0
667,5243,26,31,10,0
667,5243,37,31,13,0
667,5244,43,40,19,0
667,5244,19,36,22,0
667,5244,48,47,26,0
667,5245,33,26,10,0
667,5246,37,32,13,0
667,5246,29,34,7,0
667,5247,15,50,30,0
667,5248,37,37,19,0
667,5248,29,62,0,0
667,5249,49,35,14,0
667,5249,37,38,24,0
667,5250,24,20,11,0
667,5252,27,31,8,0
667,5253,21,54,8,0
667,5254,20,34,12,0
667,5255,37,29,15,0
668,5255,46,27,3,0
668,5256,48,37,14,0
668,5257,58,26,17,0
668,5257,37,49,23,0
668,5257,31,34,25,0
668,5258,40,44,15,0
668,5259,37,50,29,0
668,5259,45,35,7,0
668,5260,31,63,10,0
668,5261,34,33,12,0
668,5262,34,50,19,0
668,5263,42,52,17,0
668,5263,46,32,20,0
668,5263,45,30,0,0
668,5264,38,45,22,0
668,5265,34,48,6,0
669,5266,21,43,14,0
669,5267,28,63,7,0
669,5268,29,21,17,0
669,5268,47,49,0,0
669,5269,40,48,41,0
669,5269,36,30,9,0
669,5270,42,33,22,0
669,5270,53,31,4,0
669,5271,39,29,20,0
669,5271,44,55,4,0
669,5271,32,25,11,0
669,5272,23,40,24,0
669,5272,32,43,2,0
669,5273,37,31,26,0
669,5273,50,16,16,0
669,5274,27,33,11,0
669,5275,26,61,27,0
670,5276,36,47,1,0
670,5276,26,27,6,0
670,5277,36,46,13,0
670,5278,37,22,5,0
670,5279,41,40,0,0
670,5280,25,35,1,0
670,5281,35,32,22,0
670,5282,21,62,8,0
670,5283,28,38,0,0
670,5284,53,32,7,0
670,5284,29,27,8,0
670,5284,31,39,8,0
670,5285,57,40,25,0
670,5286,26,16,21,0
670,5287,33,36,26,0
670,5288,36,34,23,0
670,5289,27,18,27,0
671,5289,57,33,17,0
671,5289,25,53,12,0
671,5290,30,30,9,0
671,5290,29,15,20,0
671,5291,43,31,7,0
671,5291,21,11,10,0
671,5292,22,27,15,0
671,5293,25,13,0,0
671,5294,41,22,8,0
671,5295,50,51,31,0
671,5296,21,33,16,0
671,5296,41,27,9,0
671,5297,35,42,0,0
671,5298,43,30,13,0
671,5299,42,37,29,0
671,5300,40,25,32,0
671,5301,37,52,9,0
671,5301,37,18,14,0
671,5301,35,41,14,0
671,5301,35,30,33,0
672,5302,42,56,1,0
672,5302,48,17,0,0
672,5302,24,39,15,0
672,5303,23,40,20,0
672,5304,26,40,28,0
672,5304,35,25,15,0
672,5305,46,39,17,0
672,5305,49,43,10,0
672,5306,31,26,10,0
672,5306,45,31,14,0
672,5307,34,23,14,0
672,5308,42,25,13,0
672,5309,46,44,16,0
672,5310,20,37,17,0
673,5311,39,38,17,0
673,5311,24,27,21,0
673,5312,32,37,17,0
673,5313,40,45,0,0
673,5313,32,34,17,0
673,5313,26,31,14,0
673,5314,42,40,22,0
673,5314,35,44,6,0
673,5315,41,19,23,0
673,5315,33,20,15,0
674,5315,37,41,27,0
674,5315,30,31,13,0
674,5316,13,10,7,0
674,5316,39,44,16,0
674,5316,16,32,36,0
674,5317,24,49,36,0
674,5318,42,22,28,0
674,5319,30,26,10,0
674,5320,25,31,12,0
674,5321,43,36,3,0
674,5322,33,46,13,0
674,5323,25,32,17,0
675,5324,31,22,20,0
675,5324,24,39,19,0
675,5325,23,36,21,0
675,5326,35,22,32,0
675,5327,36,19,7,0
675,5327,33,48,0,0
675,5328,40,34,22,0
675,5328,44,39,12,0
675,5329,25,26,24,0
675,5330,12,18,23,0
675,5330,34,48,12,0
675,5331,26,28,19,0
675,5332,32,46,10,0
676,5333,38,32,12,0
676,5333,41,34,13,0
676,5334,29,30,19,0
676,5334,32,35,7,0
676,5334,35,42,5,0
676,5335,41,31,12,0
676,5336,15,34,21,0
676,5337,54,45,15,0
677,5338,35,48,20,0
677,5339,19,40,15,0
677,5341,27,36,0,0
677,5342,55,33,23,0
677,5342,58,39,3,0
677,5343,44,31,13,0
677,5343,20,49,21,0
677,5344,38,32,15,0
678,5344,47,14,17,0
678,5345,31,33,18,0
678,5345,35,32,0,0
678,5346,17,37,0,0
678,5346,33,32,24,0
678,5347,26,34,7,0
678,5348,35,49,14,0
678,5349,54,47,18,0
678,5349,26,58,11,0
679,5349,51,40,8,0
679,5350,34,61,14,0
679,5350,39,48,15,0
679,5351,39,11,1,0
679,5352,51,42,7,0
679,5353,32,39,7,0
679,5354,37,41,14,0
679,5355,40,36,5,0
679,5356,14,30,14,0
679,5357,38,42,8,0
679,5358,31,42,17,0
679,5359,44,26,18,0
679,5359,51,19,6,0
679,5360,30,37,3,0
679,5361,33,28,0,0
679,5362,13,47,2,0
680,5363,18,11,17,0
680,5363,36,26,23,0
680,5363,32,36,0,0
680,5364,17,41,45,0
680,5365,35,41,0,0
680,5365,38,31,8,0
680,5366,37,43,13,0
680,5366,42,48,3,0
680,5367,40,33,33,0
680,5368,31,42,1,0
680,5369,30,39,3,0
680,5369,24,30,2,0
680,5370,34,39,0,0
680,5370,18,28,0,0
680,5370,29,31,19,0
680,5371,9,29,2,0
681,5372,40,39,11,0
681,5372,41,41,9,0
681,5372,41,50,13,0
681,5373,43,22,23,0
681,5373,39,51,29,0
681,5374,22,50,15,0
681,5375,34,37,16,0
681,5376,37,56,7,0
681,5376,24,42,29,0
681,5377,39,28,8,0
681,5377,27,24,15,0
681,5377,27,27,11,0
681,5378,25,38,0,0
681,5378,39,33,11,0
681,5378,39,22,5,0
681,5379,30,38,20,0
682,5379,29,28,3,0
682,5379,28,47,26,0
682,5380,24,25,36,0
682,5380,48,31,14,0
682,5381,19,18,26,0
682,5381,39,41,31,0
682,5381,35,31,2,0
682,5382,45,23,43,0
682,5383,28,34,27,0
682,5384,30,38,13,0
682,5385,47,50,10,0
682,5386,23,32,7,0
683,5387,24,42,23,0
683,5388,22,43,6,0
683,5388,24,41,14,0
683,5389,42,43,23,0
683,5389,34,42,7,0
683,5390,23,24,8,0
683,5390,54,17,11,0
683,5390,37,22,13,0
683,5391,34,36,15,0
683,5391,33,36,27,0
683,5392,21,27,11,0
683,5393,38,52,9,0
683,5393,42,31,12,0
683,5394,36,37,22,0
683,5395,7,33,13,0
683,5395,34,36,18,0
683,5395,38,23,17,0
683,5396,31,39,0,0
684,5396,57,30,4,0
684,5396,51,44,11,0
684,5397,42,41,11,0
684,5398,37,43,21,0
684,5399,43,36,5,0
684,5400,41,29,7,0
684,5401,46,23,19,0
684,5402,26,20,13,0
684,5403,24,23,5,0
684,5404,16,31,22,0
684,5404,33,35,11,0
684,5405,42,30,15,0
685,5406,32,31,20,0
685,5406,26,22,11,0
685,5407,31,16,0,0
685,5407,35,35,0,0
685,5407,44,41,11,0
685,5408,44,33,22,0
685,5409,25,41,5,0
685,5409,17,43,31,0
685,5410,39,28,28,0
685,5410,42,45,19,0
685,5411,28,22,3,0
685,5412,31,34,15,0
685,5412,50,36,23,0
685,5412,39,29,16,0
685,5413,39,37,23,0
686,5414,35,48,25,0
686,5415,53,33,14,0
686,5416,39,32,7,0
686,5416,29,33,20,0
686,5416,35,26,12,0
686,5417,51,40,20,0
686,5417,36,28,15,0
686,5418,39,25,13,0
686,5419,27,34,10,0
686,5420,26,32,5,0
686,5421,55,54,4,0
686,5422,45,32,13,0
686,5422,35,47,5,0
686,5422,59,31,8,0
686,5423,9,52,15,0
687,5423,49,29,25,0
687,5424,36,49,0,0
687,5425,20,41,5,0
687,5425,46,34,11,0
687,5426,37,50,17,0
687,5427,43,43,32,0
687,5427,32,27,26,0
687,5428,29,48,25,0
687,5428,32,27,7,0
687,5428,50,30,12,0
687,5429,40,24,35,0
687,5430,42,43,12,0
687,5431,29,59,6,0
688,5432,43,31,10,0
688,5433,31,41,26,0
688,5434,49,32,15,0
688,5435,15,32,33,0
688,5435,38,18,0,0
688,5436,39,41,0,0
688,5437,23,15,18,0
688,5437,25,17,6,0
688,5438,19,41,13,0
688,5439,32,57,16,0
688,5439,39,48,34,0
688,5440,36,14,16,0
688,5441,32,39,0,0
688,5441,36,22,20,0
689,5442,32,43,22,0
689,5443,38,49,0,0
689,5443,34,34,0,0
689,5444,40,49,10,0
689,5445,42,13,10,0
689,5446,47,33,22,0
689,5446,23,34,14,0
689,5446,36,46,23,0
689,5447,34,35,6,0
689,5447,49,13,0,0
689,5447,33,40,19,0
689,5448,24,46,0,0
689,5448,25,44,32,0
689,5449,47,26,17,0
689,5450,43,34,9,0
689,5450,53,28,29,0
690,5450,38,33,15,0
690,5450,51,29,7,0
690,5451,51,32,9,0
690,5451,61,36,25,0
690,5451,30,44,3,0
690,5451,27,41,16,0
690,5452,25,34,6,0
690,5453,19,30,6,0
690,5454,38,51,14,0
690,5454,13,40,18,0
690,5455,40,23,12,0
690,5455,46,36,0,0
690,5456,30,17,5,0
690,5457,20,46,13,0
690,5457,38,54,19,0
690,5458,21,43,9,0
690,5459,36,31,15,0
690,5460,41,39,7,0
690,5461,39,40,16,0
690,5461,30,43,25,0
690,5461,29,38,18,0
691,5462,31,57,43,0
691,5463,44,26,7,0
691,5463,42,18,18,0
691,5464,25,30,14,0
691,5465,35,31,10,0
691,5466,39,36,16,0
691,5466,51,22,5,0
691,5466,35,23,17,0
691,5467,25,26,22,0
691,5467,26,34,11,0
691,5468,24,37,1,0
691,5469,44,57,26,0
692,5470,39,34,2,0
692,5471,37,45,27,0
692,5471,39,41,15,0
692,5472,29,38,19,0
692,5473,41,52,5,0
693,5474,11,30,13,0
693,5475,21,50,8,0
693,5475,28,58,10,0
693,5476,33,34,0,0
693,5477,32,46,27,0
693,5477,34,36,35,0
693,5478,45,39,10,0
693,5479,50,52,26,0
693,5479,42,42,13,0
693,5480,23,30,25,0
693,5480,13,40,16,0
693,5481,23,45,13,0
693,5482,31,41,7,0
693,5482,29,30,0,0
694,5483,27,46,4,0
694,5484,48,57,16,0
694,5484,34,50,10,0
694,5485,33,32,6,0
694,5486,41,38,14,0
694,5486,36,35,0,0
694,5487,17,25,41,0
694,5487,56,37,12,0
694,5488,40,56,13,0
694,5489,31,52,16,0
694,5489,29,32,17,0
694,5489,48,50,5,0
694,5490,31,32,5,0
694,5490,37,23,19,0
694,5491,35,32,16,0
694,5491,22,42,3,0
694,5492,31,42,0,0
694,5493,45,35,21,0
695,5493,32,25,26,0
695,5494,15,32,11,0
695,5495,33,38,16,0
695,5496,42,20,7,0
695,5497,32,20,9,0
695,5497,47,38,23,0
695,5497,35,27,4,0
695,5498,31,20,0,0
695,5499,47,38,0,0
695,5499,39,51,13,0
695,5500,31,27,22,0
696,5501,30,34,0,0
696,5502,40,44,7,0
696,5502,26,28,12,0
696,5503,47,11,14,0
696,5504,41,27,26,0
696,5505,49,40,14,0
696,5505,35,29,17,0
696,5505,20,19,11,0
696,5506,32,51,4,0
696,5506,32,33,20,0
696,5507,31,14,7,0
696,5508,22,24,7,0
696,5508,39,39,0,0
697,5508,21,40,16,0
697,5508,51,46,19,0
697,5509,18,31,31,0
697,5510,36,26,8,0
697,5510,26,31,0,0
697,5511,43,29,11,0
697,5512,15,32,12,0
697,5512,44,42,19,0
697,5513,39,41,5,0
697,5514,54,29,4,0
697,5515,51,34,12,0
697,5516,18,38,17,0
697,5516,29,35,18,0
697,5517,34,49,22,0
697,5518,25,21,15,0
697,5518,26,24,25,0
698,5518,51,25,1,0
698,5518,33,21,15,0
698,5519,33,38,13,0
698,5520,38,30,2,0
698,5521,48,39,15,0
698,5522,48,46,8,0
698,5522,26,46,7,0
698,5523,42,29,13,0
698,5523,36,44,14,0
698,5524,30,44,24,0
698,5525,35,38,26,0
699,5526,34,15,0,0
699,5526,34,48,15,0
699,5527,30,35,18,0
699,5527,52,24,0,0
699,5528,51,27,15,0
699,5529,26,48,28,0
699,5530,54,38,19,0
699,5531,54,34,16,0
699,5532,29,39,15,0
699,5532,43,25,28,0
699,5533,35,44,16,0
699,5534,45,24,9,0
700,5535,50,34,17,0
700,5536,44,31,5,0
700,5536,35,24,29,0
700,5537,28,44,12,0
700,5538,21,35,8,0
700,5538,33,39,12,0
700,5538,27,43,17,0
700,5539,23,42,16,0
700,5540,16,43,0,0
700,5541,15,40,11,0
700,5542,32,40,0,0
700,5542,54,47,31,0
700,5542,21,47,20,0
700,5543,37,46,10,0
700,5544,49,24,3,0
700,5545,25,42,28,0
701,5545,49,34,20,0
701,5546,46,42,8,0
701,5547,12,38,12,0
701,5547,38,23,22,0
701,5548,38,21,12,0
701,5548,37,52,26,0
701,5549,23,38,23,0
701,5550,24,43,11,0
701,5551,8,44,14,0
701,5551,45,48,0,0
701,5552,22,43,25,0
701,5552,35,29,23,0
701,5553,25,23,23,0
701,5554,40,49,13,0
701,5555,38,27,7,0
701,5556,26,33,13,0
701,5556,29,40,1,0
701,5557,26,38,11,0
701,5557,34,25,0,0
702,5558,33,32,0,0
702,5558,29,45,22,0
702,5558,31,26,8,0
702,5559,12,27,15,0
702,5560,45,18,23,0
702,5561,33,52,9,0
702,5561,18,36,9,0
702,5562,23,31,0,0
702,5563,33,30,24,0
702,5564,33,51,14,0
702,5565,36,43,25,0
702,5566,14,27,6,0
702,5567,17,26,8,0
702,5568,48,66,4,0
702,5569,40,31,1,0
703,5569,18,15,17,0
703,5570,53,33,22,0
703,5570,34,49,12,0
703,5571,55,48,14,0
703,5572,38,38,2,0
703,5573,36,29,0,0
703,5574,27,29,7,0
703,5575,42,48,27,0
703,5575,31,41,7,0
703,5576,37,35,10,0
704,5576,37,34,32,0
704,5577,27,41,8,0
704,5577,31,22,28,0
704,5578,52,42,27,0
704,5579,57,28,5,0
704,5579,32,27,0,0
704,5580,30,47,23,0
704,5581,48,30,3,0
704,5582,39,40,5,0
704,5582,28,53,15,0
704,5583,25,24,18,0
704,5583,58,35,24,0
705,5583,34,48,9,0
705,5584,26,20,11,0
705,5585,49,25,0,0
705,5585,58,42,10,0
705,5586,39,28,19,0
705,5586,44,28,20,0
705,5587,38,32,11,0
705,5588,30,47,10,0
705,5589,48,50,18,0
705,5590,61,33,32,0
706,5591,44,39,4,0
706,5591,35,34,25,0
706,5592,48,37,20,0
706,5593,40,47,38,0
706,5594,38,25,14,0
706,5595,30,34,18,0
706,5595,21,44,8,0
706,5595,17,30,12,0
706,5596,28,42,10,0
706,5596,36,30,7,0
706,5597,32,19,25,0
706,5597,42,34,12,0
706,5597,18,39,17,0
706,5598,35,44,0,0
707,5599,30,35,9,0
707,5600,20,35,32,0
707,5601,13,29,17,0
707,5602,20,26,6,0
708,5602,42,52,0,0
708,5603,36,40,13,0
708,5603,33,31,12,0
708,5604,27,55,28,0
708,5604,25,45,12,0
708,5605,53,27,6,0
708,5606,40,30,21,0
708,5606,25,34,31,0
708,5607,26,27,0,0
708,5607,25,29,9,0
708,5608,28,43,17,0
708,5609,30,27,25,0
708,5610,30,42,30,0
708,5610,27,47,16,0
708,5611,49,34,6,0
709,5612,46,31,36,0
709,5613,21,28,12,0
709,5614,40,29,33,0
709,5615,36,31,9,0
709,5616,50,48,0,0
709,5617,44,50,30,0
709,5618,36,40,16,0
709,5618,20,27,20,0
709,5619,47,19,6,0
709,5620,29,37,7,0
709,5621,24,33,1,0
709,5622,33,51,6,0
710,5623,28,47,11,0
710,5624,57,37,3,0
710,5624,39,33,23,0
710,5625,31,32,12,0
710,5625,17,32,15,0
710,5625,24,30,9,0
710,5626,37,39,13,0
710,5626,10,34,17,0
710,5627,29,23,14,0
711,5628,26,43,0,0
711,5629,32,41,14,0
711,5630,26,46,25,0
711,5631,42,24,19,0
711,5631,48,29,12,0
711,5632,38,47,40,0
711,5633,29,48,9,0
711,5634,50,39,12,0
711,5634,25,48,0,0
711,5635,28,31,6,0
711,5635,37,40,5,0
711,5635,34,30,24,0
711,5636,33,52,13,0
711,5637,28,25,6,0
711,5638,66,50,24,0
711,5638,37,27,11,0
712,5639,29,33,31,0
712,5639,26,43,26,0
712,5640,49,24,5,0
712,5641,36,31,11,0
712,5642,43,42,0,0
712,5642,32,40,21,0
712,5643,41,28,4,0
712,5644,52,38,24,0
712,5645,44,26,26,0
712,5646,29,25,22,0
712,5646,38,26,20,0
712,5646,27,35,10,0
713,5647,13,29,15,0
713,5648,27,21,0,0
713,5649,40,31,12,0
713,5650,23,29,2,0
713,5651,16,22,16,0
713,5651,36,29,0,0
713,5652,25,42,18,0
713,5652,39,34,24,0
713,5653,37,39,12,0
713,5654,31,46,17,0
713,5655,34,42,0,0
713,5656,37,26,16,0
713,5657,30,38,0,0
713,5657,46,38,9,0
713,5657,53,14,13,0
714,5658,39,26,15,0
714,5658,51,36,21,0
714,5659,43,27,29,0
714,5659,18,32,25,0
714,5659,44,20,0,0
714,5659,25,40,13,0
714,5660,32,49,15,0
714,5660,26,45,15,0
714,5661,33,36,30,0
714,5662,13,25,19,0
714,5662,27,37,17,0
714,5663,41,25,24,0
715,5663,37,45,23,0
715,5664,16,42,13,0
715,5664,17,39,0,0
715,5665,37,6,9,0
715,5666,34,47,0,0
715,5666,25,23,10,0
715,5667,30,49,29,0
715,5668,32,41,9,0
716,5669,18,29,16,0
716,5670,29,26,3,0
716,5670,27,16,14,0
716,5671,38,42,22,0
716,5671,30,14,0,0
716,5672,42,34,26,0
716,5673,31,35,11,0
716,5673,45,29,23,0
717,5674,19,39,16,0
717,5675,49,25,11,0
717,5675,31,32,23,0
717,5676,24,33,14,0
717,5677,32,32,2,0
717,5678,34,20,13,0
717,5679,39,35,17,0
717,5680,44,44,0,0
717,5680,45,66,0,0
717,5681,33,24,0,0
718,5681,51,41,17,0
718,5681,36,58,11,0
718,5682,59,33,23,0
718,5682,15,31,11,0
718,5682,33,41,9,0
718,5683,40,53,9,0
718,5684,32,22,18,0
718,5685,28,27,20,0
718,5685,53,45,29,0
718,5685,22,16,25,0
718,5686,24,44,26,0
718,5687,20,29,0,0
718,5687,30,21,5,0
718,5688,29,37,1,0
718,5688,19,27,4,0
718,5689,44,27,22,0
718,5689,18,28,12,0
718,5690,17,33,26,0
718,5691,21,30,22,0
718,5691,36,50,33,0
718,5692,19,25,5,0
719,5693,28,21,15,0
719,5694,25,34,8,0
719,5695,37,31,19,0
719,5696,36,37,12,0
719,5697,37,34,16,0
719,5698,32,49,8,0
719,5698,52,27,9,0
719,5699,52,32,21,0
719,5699,41,38,12,0
719,5700,26,31,14,0
719,5701,31,27,10,0
719,5702,28,36,14,0
719,5702,25,39,6,0
720,5703,21,37,9,0
720,5704,27,29,19,0
720,5705,45,29,14,0
720,5705,45,26,3,0
720,5706,36,37,7,0
720,5707,33,30,22,0
720,5708,39,40,19,0
720,5709,33,43,30,0
720,5709,23,39,18,0
720,5710,58,34,6,0
720,5710,30,22,19,0
721,5711,36,38,4,0
721,5712,39,48,17,0
721,5712,29,34,24,0
721,5713,47,34,2,0
721,5714,37,28,9,0
722,5715,46,44,8,0
722,5716,39,42,2,0
722,5717,36,36,11,0
722,5718,48,43,0,0
722,5719,34,6,0,0
722,5720,36,35,10,0
722,5721,44,37,26,0
722,5721,54,28,0,0
722,5721,55,46,17,0
722,5722,30,36,23,0
722,5723,52,35,32,0
